Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Brand
MERCEDES-BENZ S430,4.3,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV05.0GNB,large car,2,15,22,18,5,no,MERCEDES-BENZ
MERCEDES-BENZ S500,5,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV05.0GNB,large car,2,15,21,17,4,no,MERCEDES-BENZ
MERCEDES-BENZ SL500,5,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YMBXV05.0GNB,small car,2,14,21,17,4,no,MERCEDES-BENZ
MERCEDES-BENZ SL600,6,12,Auto-L5,2WD,Gasoline,CL,T1,TIER 1,YMBXV06.0GNU,small car,0,12,18,14,2,no,MERCEDES-BENZ
MERCEDES-BENZ SLK230 Kompressor,2.3,4,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YMBXV02.3GSU,small car,1,19,28,22,6,no,MERCEDES-BENZ
MERCURY Cougar,2,4,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YFMXV02.0VDC,small car,1,21,31,25,7,no,MERCURY
MERCURY Grand Marquis,4.6,8,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YFMXV04.6VFR,large car,2,16,23,18,5,no,MERCURY
MERCURY Mountaineer,4,6,Auto-L5,2WD,Gasoline,NF,LEV,LEV,YFMXT04.02F3,SUV,1,14,19,16,4,no,MERCURY
MERCURY Mystique,2,4,Auto-L4,2WD,Gasoline,CE,TLEV,TLEV,YFMXV02.0VDC,small car,1,19,28,23,7,no,MERCURY
MERCURY Sable,3,6,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YFMXV03.0VF5,midsize car,2,17,26,20,6,no,MERCURY
MERCURY Sable Wagon,3,6,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YFMXV03.0VF5,station wagon,2,17,24,19,5,no,MERCURY
MERCURY Villager,3.3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YFMXT03.335B,minivan,1,15,22,18,5,no,MERCURY
MITSUBISHI Diamante,3.5,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YMLXV03.5GNG,midsize car,2,16,23,18,5,no,MITSUBISHI
MITSUBISHI Eclipse,2.4,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YDSXV02.4GNG,small car,2,18,25,21,6,no,MITSUBISHI
MITSUBISHI Galant,2.4,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YDSXV02.4GNG,midsize car,2,19,26,21,6,no,MITSUBISHI
MITSUBISHI Mirage,1.5,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YMTXV01.5GND,small car,2,25,32,28,8,no,MITSUBISHI
MITSUBISHI Montero,3.5,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YMTXT03.5GNH,SUV,1,14,18,16,4,no,MITSUBISHI
MITSUBISHI Nativa,2.4,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YMTXT02.4GFG,SUV,0,17,22,19,5,no,MITSUBISHI
MITSUBISHI SPORT,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YMTXT03.0GNG,SUV,1,16,19,17,4,no,MITSUBISHI
NISSAN Altima,2.4,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YNSXV02.433A,small car,2,18,26,21,6,no,NISSAN
NISSAN Frontier,2.4,4,Auto-L4,2WD,Gasoline,CE,TLEV,TLEV,YNSXT02.423A,pickup,1,17,22,19,5,no,NISSAN
NISSAN Maxima,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YNSXV03.036A,midsize car,2,18,26,20,6,no,NISSAN
NISSAN Pathfinder,3.3,6,Auto-L4,2WD,Gasoline,CE,TLEV,TLEV,YNSXT03.325A,SUV,1,14,18,15,3,no,NISSAN
NISSAN Quest,3.3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YNSXT03.335B,minivan,1,15,22,18,5,no,NISSAN
NISSAN Sentra,1.8,4,Auto-L4,2WD,Gasoline,CA,SLEV,SULEV,YNSXV01.85BA,small car,9.5,23,30,26,8,yes,NISSAN
NISSAN Xterra,2.4,4,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YNSXT02.423B,SUV,1,17,22,19,5,no,NISSAN
OLDSMOBILE Alero,2.4,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV02.4022,small car,2,19,28,23,7,no,OLDSMOBILE
OLDSMOBILE Bravada,4.3,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YGMXT04.3188,SUV,1,14,18,16,4,no,OLDSMOBILE
OLDSMOBILE Intrigue,3.5,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV03.5064,midsize car,2,17,26,20,6,no,OLDSMOBILE
OLDSMOBILE Silhouette,3.4,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXT03.4142,minivan,1,17,24,19,5,no,OLDSMOBILE
PLYMOUTH Breeze,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YCRXV0122V31,midsize car,2,19,27,22,6,no,PLYMOUTH
PLYMOUTH Neon,2,4,Auto-L3,2WD,Gasoline,CL,ULEV,ULEV,YCRXV0122V40,small car,3,22,28,24,7,no,PLYMOUTH
PLYMOUTH Prowler,3.5,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YCRXV03.5VB0,small car,0,15,21,18,5,no,PLYMOUTH
PLYMOUTH Voyager,3.3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YCRXT0201230,minivan,1,16,23,19,5,no,PLYMOUTH
PONTIAC Bonneville,3.8,6,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YGMXV03.8044,large car,3,17,27,20,6,no,PONTIAC
PONTIAC Firebird,5.7,8,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV05.7083,small car,2,15,23,18,5,no,PONTIAC
PONTIAC Grand Am,2.4,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV02.4022,small car,2,19,28,23,7,no,PONTIAC
PONTIAC Grand Prix,3.8,6,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YGMXV03.8044,midsize car,3,17,27,21,6,no,PONTIAC
PONTIAC Montana,3.4,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXT03.4142,minivan,1,17,24,19,5,no,PONTIAC
PONTIAC Sunfire,2.4,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV02.4022,small car,2,19,28,23,7,no,PONTIAC
PONTIAC Trans Am,5.7,8,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV05.7083,small car,2,15,23,18,5,no,PONTIAC
PORSCHE 911 Carrera,3.4,6,Auto-5,4WD,Gasoline,CA,LEV,LEV,YPRXV03.4996,small car,2,15,22,17,4,no,PORSCHE
PORSCHE Boxster,2.7,6,Auto-5,2WD,Gasoline,CA,LEV,LEV,YPRXV03.4996,small car,2,16,23,18,5,no,PORSCHE
PORSCHE Boxster S,3.2,6,Auto-5,2WD,Gasoline,CA,LEV,LEV,YPRXV03.4996,small car,2,15,22,17,4,no,PORSCHE
QVALE Detomaso Mangusta,4.6,8,Man-5,2WD,Gasoline,CL,T1,TIER 1,YQAGV04.6BHQ,small car,0,17,28,21,6,no,QVALE
ROLLS-ROYCE Corniche,6.7,8,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YRRXV06.7TUR,small car,0,10,15,12,0,no,ROLLS-ROYCE
SAAB 9-3,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,midsize car,2,17,24,20,6,no,SAAB
SAAB 9-3 Convertible,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,small car,2,17,24,20,6,no,SAAB
SAAB 9-3 Viggen,2.3,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,midsize car,2,18,27,21,6,no,SAAB
SAAB 9-3 Viggen Convertible,2.3,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,small car,2,18,27,21,6,no,SAAB
SAAB 9-5,2.3,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,midsize car,2,16,22,19,5,no,SAAB
SAAB 9-5 Wagon,2.3,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSAXV02.3TV2,station wagon,2,17,24,19,5,no,SAAB
SATURN LS,2.2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV02.4022,midsize car,2,20,29,23,7,no,SATURN
SATURN LW,2.2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV02.4022,station wagon,2,19,28,23,7,no,SATURN
SATURN SC,1.9,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,small car,2,22,32,26,8,no,SATURN
SATURN SL,1.9,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,small car,2,22,32,26,8,no,SATURN
SATURN SW,1.9,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXV01.9002,station wagon,2,22,32,26,8,no,SATURN
SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YFJXV02.5JEH,SUV,2,19,25,21,6,no,SUBARU
SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,CL,LEV,LEV,YFJXV02.5JEH,small car,2,18,25,21,6,no,SUBARU
SUBARU Legacy,2.5,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YFJXV02.5JEH,small car,2,19,25,21,6,no,SUBARU
SUBARU Legacy Wagon,2.5,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YFJXV02.5JEH,station wagon,2,19,25,21,6,no,SUBARU
SUZUKI Esteem,1.8,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSKXV1.84LHS,small car,2,23,30,26,8,no,SUZUKI
SUZUKI Esteem Wagon,1.8,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSKXV1.84LHS,station wagon,2,23,30,26,8,no,SUZUKI
SUZUKI Grand Vitara,2.5,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSKXT2.49LHA,SUV,2,17,19,18,5,no,SUZUKI
SUZUKI Swift,1.3,4,Auto-3,2WD,Gasoline,CL,LEV,LEV,YSKXV1.30LNA,small car,2,26,31,28,8,no,SUZUKI
SUZUKI Vitara,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YSKXT2.00LMA,SUV,2,19,23,21,6,no,SUZUKI
SUZUKI Vitara Convertible,1.6,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSKXT1.59LMA,SUV,2,22,25,23,7,no,SUZUKI
TOYOTA 4Runner,2.7,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YTYXT02.7FFR,SUV,1,16,21,18,5,no,TOYOTA
TOYOTA Avalon,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXV03.0FFC,large car,2,19,27,22,6,no,TOYOTA
TOYOTA Camry,2.2,4,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YTYXV02.2JJB,midsize car,3,20,28,23,7,no,TOYOTA
TOYOTA Celica,1.8,4,Auto-L4,2WD,Gasoline,CL,TLEV,TLEV,YTYXV01.8DDC,small car,1,20,27,23,7,no,TOYOTA
TOYOTA Corolla,1.8,4,Auto-L3,2WD,Gasoline,CL,LEV,LEV,YTYXV01.8FFA,small car,2,24,29,26,8,no,TOYOTA
TOYOTA Echo,1.5,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXV01.5FFA,small car,2,26,34,30,8,no,TOYOTA
TOYOTA Land Cruiser,4.7,6,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YTYXT04.7GBX,SUV,0,12,15,13,1,no,TOYOTA
TOYOTA MR2,1.8,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YTYXV01.8FFD,small car,2,22,27,24,7,no,TOYOTA
TOYOTA RAV4,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXT02.0FFJ,SUV,2,21,26,23,7,no,TOYOTA
TOYOTA Sienna,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXT03.0FFS,minivan,1,16,22,19,5,no,TOYOTA
TOYOTA Solara,2.2,4,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YTYXV02.2JJB,small car,3,20,28,23,7,no,TOYOTA
TOYOTA Solara Convertible,2.2,4,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YTYXV02.2JJB,small car,3,20,28,23,7,no,TOYOTA
TOYOTA Tacoma,2.4,4,Auto-4,2WD,Gasoline,CL,LEV,LEV,YTYXT02.4FFJ,pickup,2,19,22,20,6,no,TOYOTA
TOYOTA Tundra,3.4,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXT03.4FFR,pickup,1,15,18,16,4,no,TOYOTA
VOLKSWAGEN Cabrio,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YVWXV02.0227,small car,2,19,26,22,6,no,VOLKSWAGEN
VOLKSWAGEN Eurovan,2.8,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YVWXT02.8225,minivan,0,13,18,15,3,no,VOLKSWAGEN
VOLKSWAGEN Eurovan Camper,2.8,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YVWXT02.8225,special purpose,0,13,17,14,2,no,VOLKSWAGEN
VOLKSWAGEN GTI,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YVWXV02.0227,small car,2,19,26,22,6,no,VOLKSWAGEN
VOLKSWAGEN Golf,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YVWXV02.0227,small car,2,19,26,22,6,no,VOLKSWAGEN
VOLKSWAGEN Jetta,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YVWXV02.0227,small car,2,19,26,22,6,no,VOLKSWAGEN
VOLKSWAGEN New Beetle,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YVWXV02.0227,small car,2,19,26,22,6,no,VOLKSWAGEN
VOLKSWAGEN Passat,1.8,4,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YADXV01.8332,midsize car,2,18,27,21,6,no,VOLKSWAGEN
VOLKSWAGEN Passat Wagon,1.8,4,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YADXV01.8332,station wagon,2,18,27,21,6,no,VOLKSWAGEN
VOLVO C70 Convertible,2.3,5,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YVVXV2.43PA3,small car,2,17,23,19,5,no,VOLVO
VOLVO C70 Coupe,2.3,5,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YVVXV2.43PA3,small car,2,17,25,20,6,no,VOLVO
VOLVO S40,1.9,4,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YVVXV1.95MJ1,small car,2,19,26,21,6,no,VOLVO
VOLVO S70,2.3,5,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YVVXV2.43PA3,midsize car,2,17,25,20,6,no,VOLVO
VOLVO S80,2.9,6,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YVVXV2.92BU3,midsize car,2,16,24,19,5,no,VOLVO
VOLVO V40,1.9,4,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YVVXV1.95MJ1,station wagon,2,19,26,21,6,no,VOLVO
VOLVO V70,2.3,5,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YVVXV2.43PA3,station wagon,2,17,25,20,6,no,VOLVO
